epoch,recon_loss,kl_loss,train_loss,test_loss
0,7.138361074306347,0.033203188809002984,7.138694396725407,4.0428623040517175
1,5.374507195419735,0.1599058388835854,5.37628013116342,3.7592073599497478
2,5.1702912273230375,0.14037739461356843,5.172009966991566,3.607096719741821
3,5.058176106876797,0.20071739561993768,5.0608897959744485,3.550897645950317
4,4.982694731818305,0.24848988562546395,4.98640411650693,3.558052182197571
5,4.886903842290242,0.30453005488272067,4.891922637268349,3.40807462533315
6,4.814395059038092,0.3321845604589692,4.820438385009766,3.5130398352940877
7,4.722704454704568,0.3292950887095045,4.72931683505023,3.2596397399902344
8,4.605984427310802,0.35922712832689285,4.613945289894387,3.2689148505528767
9,4.49825472301907,0.35298338449663585,4.506886486653928,3.0782968600591025
10,4.406872870745482,0.34186263961924446,4.416096113346241,2.9797612984975177
11,4.338674344398357,0.34968513733258955,4.349081138769786,3.0762536923090615
12,4.271247192665383,0.3389574336232962,4.282372428311242,2.9063274542490642
13,4.22367450484523,0.3368610565861066,4.235865672429402,2.869132129351298
14,4.159689099700363,0.33668674031893414,4.17312138610416,2.8975549221038817
15,4.122988263765971,0.32189085734663186,4.137141282911654,2.8170394897460938
16,4.068614820639293,0.3115606905409583,4.083707829316457,2.7007068395614624
17,4.027886010982372,0.2978048763341374,4.043775918307127,2.6853408813476562
18,3.9852388479091503,0.2738244201022166,4.001325649243814,2.6244231700897216
19,3.9443475471602545,0.26039048877579196,3.961184612026921,2.668785905838013
20,3.900484239613568,0.26269342598539813,3.9191719315670155,2.6175359805425007
21,3.8644853322594255,0.24482077222179482,3.883637739552392,2.535690768559774
22,3.830614432140633,0.23640961641514743,3.8509424130121865,2.5246183554331463
23,3.823873665597704,0.22121018185107796,3.8447691842361733,2.529924178123474
24,3.7916740399819835,0.21117104879683918,3.8135740889443293,2.4960913340250652
25,3.7497106194496155,0.1995485914112241,3.7724167108535767,2.4322940587997435
26,3.726276150456181,0.19570221917496788,3.75069178475274,2.4269740343093873
27,3.716373723966104,0.18564583361148834,3.741748617755042,2.4649660110473635
28,3.6972512161290205,0.17256759514135342,3.7230717782621032,2.413108396530151
29,3.68059351488396,0.1613854909384692,3.7070034874810114,2.4033808867136637
30,3.6438757247394986,0.15393391334348255,3.6713997809975236,2.3646732409795126
31,3.6089675183649415,0.1460947322624701,3.637479771066595,2.3171771287918093
32,3.6160144496847084,0.13890036940574646,3.6455692052841187,2.33982253074646
33,3.5952829740665577,0.1305181032253636,3.6255237504288003,2.319496528307597
34,3.5700437316188105,0.12388841580185625,3.6012602006947554,2.314147726694743
35,3.55815460284551,0.11784048730300532,3.5904002675303706,2.26482314268748
36,3.554553961312329,0.11258867307117691,3.5879617554170116,2.290073784192403
37,3.5224606615525706,0.10844444042002713,3.5572981768184238,2.2798357804616294
38,3.519686577496705,0.10516438295167906,3.5562010098386696,2.2596569061279297
39,3.5054385706230446,0.09742823643264947,3.5419361370581166,2.272490318616231
40,3.499778030095277,0.09374398558779999,3.5375954773690967,2.2299689769744875
41,3.488794966980263,0.08874607051688212,3.527273103042885,2.2434510389963784
42,3.4677366415659585,0.08406500683890449,3.506830076376597,2.2135830243428547
43,3.4535140417240284,0.08333050845949738,3.494989174383658,2.2434088071187337
44,3.4342691898345947,0.07938249809322534,3.4764622184965344,2.20387008190155
45,3.4180200033717685,0.07300909712082809,3.4593658557644598,2.17018985748291
46,3.425679608627602,0.07264569149938999,3.4694100287225513,2.1987356503804523
47,3.4097496646421925,0.07261424042560437,3.4561019385302507,2.2007749478022256
48,3.4168779563020775,0.06682004796823969,3.46199811829461,2.165730420748393
49,3.392695749247516,0.06407759010929752,3.438353024147175,2.1715956608454388
50,3.391161850205174,0.061486796096519185,3.4372769450699843,2.189702375729879
51,3.3968733416663275,0.060358964251699274,3.4444041362515203,2.188168430328369
52,3.3753854941438743,0.05674506430686624,3.422186052357709,2.1657513856887816
53,3.3849723913051464,0.05592524394806889,3.43316113948822,2.1448185046513877
54,3.3559641749770552,0.05548568576988247,3.405792064136929,2.1290958325068154
55,3.3451980815993414,0.05274409086753925,3.3944446687345153,2.1242554426193236
